httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod36-7984 1 0.26561108 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod29-871 2 0.25959378 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod17-2410 3 0.25753716 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod40-211 4 0.2570629 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod34-7628 5 0.255801 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod3-2823 6 0.25447676 my_run
httpexampleorgagent4profilecardme sheryl275 35969 Q0 vldb_pod3-9112 7 0.24157503 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-1420 1 0.52265435 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-7246 2 0.4775874 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-9350 3 0.43923026 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-5959 4 0.26806387 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-2965 5 0.26646256 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-2576 6 0.26633736 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-8873 7 0.26382285 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-1773 8 0.2636055 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-6638 9 0.26344308 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-2323 10 0.2621125 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5273 11 0.2620294 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7229 12 0.2611999 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-1488 13 0.25747734 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-6227 14 0.25707603 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-9185 15 0.25687224 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-5817 16 0.2554237 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-7602 17 0.2549399 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-5629 18 0.25414246 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-9472 19 0.25233334 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-3321 20 0.2519379 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-1729 21 0.25170535 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7495 22 0.25157815 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-5996 23 0.25127268 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-8527 24 0.25109345 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-8632 25 0.2460452 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-6725 26 0.24172707 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-1761 27 0.24077804 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-3479 28 0.24061473 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-682 29 0.23984176 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-1843 30 0.23411489 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-1190 31 0.22459118 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-4817 32 0.22362646 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-908 33 0.2235044 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-9276 34 0.22301629 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-1329 35 0.22242314 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5210 36 0.20942372 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-5213 37 0.20651636 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-6611 38 0.18292129 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-1300 39 0.18269047 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-6137 40 0.18254101 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-2091 41 0.18136702 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-6437 42 0.1802202 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-8043 43 0.13597426 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-7120 44 0.135785 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-4838 45 0.13493976 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod28-380 46 0.13448046 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-1462 47 0.13379735 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-717 48 0.1332355 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod15-2449 49 0.13287142 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-5550 50 0.13277635 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-3978 51 0.13270344 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-8609 52 0.13257873 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-8956 53 0.13245308 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod29-3105 54 0.131903 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-3275 55 0.13174966 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod31-1750 56 0.13174449 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod7-3130 57 0.13101158 my_run
httpexampleorgagent4profilecardme will178 bartell116 Q0 vldb_pod26-3177 58 0.13095523 my_run
httpexampleorgagent4profilecardme vicente970 Q0 vldb_pod40-4970 1 0.28516826 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-6521 153 0.1339073 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-4974 154 0.1338863 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-6070 155 0.13384753 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-6444 156 0.13372095 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-146 157 0.13365902 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-9033 158 0.13354793 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-1219 159 0.13349916 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-4137 160 0.13347334 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-1096 161 0.13342366 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-535 162 0.13340908 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-6515 163 0.13338138 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-3594 164 0.13334139 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-4703 165 0.13321297 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-3154 166 0.13318194 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-9087 167 0.13301925 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-7093 168 0.13297541 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-9153 169 0.13280861 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-2420 170 0.13267195 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-914 171 0.13253768 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-8890 172 0.13250752 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-4840 173 0.13249445 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-1454 174 0.13244277 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-7190 175 0.13243355 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-8074 176 0.13228182 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-1059 177 0.13211998 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod43-6465 178 0.13202597 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod41-8557 179 0.1320206 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-6299 180 0.13199677 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-4877 181 0.1319694 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-1669 182 0.13188863 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod41-9169 183 0.13180181 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-9305 184 0.1317514 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-2187 185 0.13174449 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-5924 186 0.13160771 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod19-585 187 0.1315355 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-1560 188 0.13152383 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-7585 189 0.13147898 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-2361 190 0.13140453 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-9231 191 0.13139768 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-2282 192 0.13136843 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-5394 193 0.13132356 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod41-821 194 0.13130143 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-5424 195 0.13115622 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod41-2980 196 0.13114509 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod44-3540 197 0.13111 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-8684 198 0.13101909 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod9-6296 198 0.13101909 my_run
httpexampleorgagent4profilecardme tewksbury lowell child Q0 vldb_pod14-6948 200 0.13081619 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-2055 1 1.0698876 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-2316 2 1.0608792 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-4086 3 1.0277747 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-476 4 0.9788187 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-3803 5 0.95830286 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-4537 6 0.86251086 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2437 7 0.8528558 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-1062 8 0.8205761 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-938 9 0.7950191 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-2617 10 0.7932161 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-458 11 0.78496224 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-5819 12 0.78187704 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-645 13 0.7731995 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-5518 14 0.7658076 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-6198 15 0.7644962 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-2935 16 0.7526145 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-4950 17 0.7519022 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-7759 18 0.7517876 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-7329 19 0.7428764 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-4071 20 0.7423624 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-2957 21 0.7247681 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-3642 22 0.72048855 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-1560 23 0.72047603 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-6837 24 0.7195101 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-1219 25 0.7192052 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-8918 26 0.7024239 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-5959 27 0.6981311 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-7158 28 0.6716109 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2084 29 0.6641456 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-7244 30 0.62528944 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-4502 31 0.62486 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-1555 32 0.6232359 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-6772 33 0.62293005 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-9255 34 0.62016094 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-477 35 0.5457229 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-5279 36 0.54552805 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-9466 37 0.54369116 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-8913 38 0.41004145 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2203 39 0.40761048 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-2968 40 0.40379423 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-8357 41 0.40308952 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-4099 42 0.4017049 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-8856 43 0.3991694 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-6964 44 0.39651483 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-922 45 0.39303473 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-5128 46 0.28493953 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-7318 47 0.28380615 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-914 48 0.2752881 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-2648 49 0.2737695 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-8369 50 0.2733984 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-9033 51 0.27034757 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-1992 52 0.26992717 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-1862 53 0.26890057 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-4849 54 0.26865768 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-227 55 0.2682998 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-5706 56 0.2651143 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-566 57 0.26485437 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2027 58 0.2646774 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-4840 59 0.26394433 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-4185 60 0.26387072 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-4416 61 0.26266032 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-8496 62 0.2625874 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-6057 63 0.26154867 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-8247 64 0.2607577 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-4965 65 0.25992924 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-1940 66 0.25943074 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-59 67 0.2585109 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-4671 68 0.25470078 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-2537 69 0.25469047 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-2449 70 0.25460622 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-5222 71 0.25451913 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-4118 72 0.2544444 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-8392 73 0.2543326 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-5474 74 0.25413075 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-8725 75 0.25168863 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-7908 76 0.2514715 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-8671 77 0.25138658 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-8095 78 0.2477122 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2712 79 0.2474126 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-8230 80 0.24734509 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-1967 81 0.24727607 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-8278 82 0.24720407 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-1939 83 0.24649371 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-5424 84 0.24616908 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-2652 85 0.2457882 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-60 86 0.24578664 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-1288 87 0.2410246 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-496 88 0.24054101 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-8520 89 0.2404212 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-5348 90 0.24016285 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-3948 91 0.24006878 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-471 92 0.23980495 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-1444 93 0.23368248 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-4672 94 0.23365018 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-6791 95 0.23361655 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-7204 96 0.23346317 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-3491 97 0.2333727 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-6524 98 0.23297912 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-266 99 0.23284349 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2190 100 0.23263885 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-6436 101 0.23248258 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-1311 102 0.23221314 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-63 103 0.23204099 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-7492 104 0.22397071 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-3296 105 0.22348976 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-9099 106 0.20975831 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-7822 107 0.20905516 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-2895 108 0.2082631 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-4396 109 0.20803456 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-6492 110 0.20780492 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-2698 111 0.20698711 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-6607 112 0.20674646 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-4356 113 0.20657751 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-1254 114 0.20630893 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-2442 115 0.20580912 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-8053 116 0.20564182 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-8148 117 0.20558277 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-4672 118 0.18482012 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-4098 119 0.18467593 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-6911 120 0.18444344 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-7646 121 0.18380588 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-4610 122 0.18290013 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-4504 123 0.18279675 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-5216 124 0.18272604 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-5744 125 0.18253301 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-6715 126 0.18147725 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-2201 127 0.18116546 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-8767 128 0.18104321 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-2487 129 0.18089938 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-8341 130 0.18089473 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-2216 131 0.18069288 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-6384 132 0.1798988 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod29-3072 133 0.1798013 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod12-6855 134 0.13676699 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-5897 135 0.13498884 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-7873 136 0.13485098 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod6-1394 137 0.13415942 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod44-2911 138 0.13410392 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod40-1991 139 0.13367924 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-981 140 0.13351227 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-8781 141 0.13342366 my_run
httpexampleorgagent4profilecardme weber641 sturdy memorial wynell591 Q0 vldb_pod49-729 142 0.13319586 my_run
